"ScaffoldName"	"RefSeq.ScaffoldAccession"
"Thamnophis_sirtalis_GCF_001077635.1_read356"	"NW_013658035.1"
"Thamnophis_sirtalis_GCF_001077635.1_read357"	"NW_013658036.1"
"Thamnophis_sirtalis_GCF_001077635.1_read358"	"NW_013658037.1"
"Thamnophis_sirtalis_GCF_001077635.1_read359"	"NW_013658038.1"
"Thamnophis_sirtalis_GCF_001077635.1_read360"	"NW_013658039.1"
"Thamnophis_sirtalis_GCF_001077635.1_read361"	"NW_013658040.1"
"Thamnophis_sirtalis_GCF_001077635.1_read362"	"NW_013658041.1"
"Thamnophis_sirtalis_GCF_001077635.1_read363"	"NW_013658042.1"
"Thamnophis_sirtalis_GCF_001077635.1_read364"	"NW_013658043.1"
"Thamnophis_sirtalis_GCF_001077635.1_read365"	"NW_013658044.1"
"Thamnophis_sirtalis_GCF_001077635.1_read366"	"NW_013658045.1"
"Thamnophis_sirtalis_GCF_001077635.1_read367"	"NW_013658046.1"
"Thamnophis_sirtalis_GCF_001077635.1_read368"	"NW_013658047.1"
"Thamnophis_sirtalis_GCF_001077635.1_read369"	"NW_013658048.1"
"Thamnophis_sirtalis_GCF_001077635.1_read370"	"NW_013658049.1"
"Thamnophis_sirtalis_GCF_001077635.1_read371"	"NW_013658050.1"
"Thamnophis_sirtalis_GCF_001077635.1_read372"	"NW_013658051.1"
"Thamnophis_sirtalis_GCF_001077635.1_read373"	"NW_013658052.1"
"Thamnophis_sirtalis_GCF_001077635.1_read374"	"NW_013658053.1"
"Thamnophis_sirtalis_GCF_001077635.1_read375"	"NW_013658054.1"
"Thamnophis_sirtalis_GCF_001077635.1_read376"	"NW_013658055.1"
"Thamnophis_sirtalis_GCF_001077635.1_read377"	"NW_013658056.1"
"Thamnophis_sirtalis_GCF_001077635.1_read378"	"NW_013658057.1"
"Thamnophis_sirtalis_GCF_001077635.1_read379"	"NW_013658058.1"
"Thamnophis_sirtalis_GCF_001077635.1_read380"	"NW_013658059.1"
"Thamnophis_sirtalis_GCF_001077635.1_read381"	"NW_013658060.1"
"Thamnophis_sirtalis_GCF_001077635.1_read382"	"NW_013658061.1"
"Thamnophis_sirtalis_GCF_001077635.1_read383"	"NW_013658062.1"
"Thamnophis_sirtalis_GCF_001077635.1_read384"	"NW_013658063.1"
"Thamnophis_sirtalis_GCF_001077635.1_read385"	"NW_013658064.1"
"Thamnophis_sirtalis_GCF_001077635.1_read386"	"NW_013658065.1"
"Thamnophis_sirtalis_GCF_001077635.1_read387"	"NW_013658066.1"
"Thamnophis_sirtalis_GCF_001077635.1_read388"	"NW_013658067.1"
"Thamnophis_sirtalis_GCF_001077635.1_read389"	"NW_013658068.1"
"Thamnophis_sirtalis_GCF_001077635.1_read390"	"NW_013658069.1"
"Thamnophis_sirtalis_GCF_001077635.1_read391"	"NW_013658070.1"
"Thamnophis_sirtalis_GCF_001077635.1_read392"	"NW_013658071.1"
"Thamnophis_sirtalis_GCF_001077635.1_read393"	"NW_013658072.1"
"Thamnophis_sirtalis_GCF_001077635.1_read394"	"NW_013658073.1"
"Thamnophis_sirtalis_GCF_001077635.1_read395"	"NW_013658074.1"
"Thamnophis_sirtalis_GCF_001077635.1_read396"	"NW_013658075.1"
"Thamnophis_sirtalis_GCF_001077635.1_read397"	"NW_013658076.1"
"Thamnophis_sirtalis_GCF_001077635.1_read398"	"NW_013658077.1"
"Thamnophis_sirtalis_GCF_001077635.1_read399"	"NW_013658078.1"
"Thamnophis_sirtalis_GCF_001077635.1_read400"	"NW_013658079.1"
"Thamnophis_sirtalis_GCF_001077635.1_read401"	"NW_013658080.1"
"Thamnophis_sirtalis_GCF_001077635.1_read402"	"NW_013658081.1"
"Thamnophis_sirtalis_GCF_001077635.1_read403"	"NW_013658082.1"
"Thamnophis_sirtalis_GCF_001077635.1_read404"	"NW_013658083.1"
"Thamnophis_sirtalis_GCF_001077635.1_read405"	"NW_013658084.1"
"Thamnophis_sirtalis_GCF_001077635.1_read406"	"NW_013658085.1"
"Thamnophis_sirtalis_GCF_001077635.1_read407"	"NW_013658086.1"
"Thamnophis_sirtalis_GCF_001077635.1_read408"	"NW_013658087.1"
"Thamnophis_sirtalis_GCF_001077635.1_read409"	"NW_013658088.1"
"Thamnophis_sirtalis_GCF_001077635.1_read410"	"NW_013658089.1"
"Thamnophis_sirtalis_GCF_001077635.1_read411"	"NW_013658090.1"
"Thamnophis_sirtalis_GCF_001077635.1_read412"	"NW_013658091.1"
"Thamnophis_sirtalis_GCF_001077635.1_read413"	"NW_013658092.1"
"Thamnophis_sirtalis_GCF_001077635.1_read414"	"NW_013658093.1"
"Thamnophis_sirtalis_GCF_001077635.1_read415"	"NW_013658094.1"
"Thamnophis_sirtalis_GCF_001077635.1_read416"	"NW_013658095.1"
"Thamnophis_sirtalis_GCF_001077635.1_read417"	"NW_013658096.1"
"Thamnophis_sirtalis_GCF_001077635.1_read418"	"NW_013658097.1"
"Thamnophis_sirtalis_GCF_001077635.1_read419"	"NW_013658098.1"
"Thamnophis_sirtalis_GCF_001077635.1_read420"	"NW_013658099.1"
"Thamnophis_sirtalis_GCF_001077635.1_read421"	"NW_013658100.1"
"Thamnophis_sirtalis_GCF_001077635.1_read422"	"NW_013658101.1"
"Thamnophis_sirtalis_GCF_001077635.1_read423"	"NW_013658102.1"
"Thamnophis_sirtalis_GCF_001077635.1_read424"	"NW_013658103.1"
"Thamnophis_sirtalis_GCF_001077635.1_read425"	"NW_013658104.1"
"Thamnophis_sirtalis_GCF_001077635.1_read426"	"NW_013658105.1"
"Thamnophis_sirtalis_GCF_001077635.1_read427"	"NW_013658106.1"
"Thamnophis_sirtalis_GCF_001077635.1_read428"	"NW_013658107.1"
"Thamnophis_sirtalis_GCF_001077635.1_read429"	"NW_013658108.1"
"Thamnophis_sirtalis_GCF_001077635.1_read430"	"NW_013658109.1"
"Thamnophis_sirtalis_GCF_001077635.1_read431"	"NW_013658110.1"
"Thamnophis_sirtalis_GCF_001077635.1_read432"	"NW_013658111.1"
"Thamnophis_sirtalis_GCF_001077635.1_read433"	"NW_013658112.1"
"Thamnophis_sirtalis_GCF_001077635.1_read434"	"NW_013658113.1"
"Thamnophis_sirtalis_GCF_001077635.1_read435"	"NW_013658114.1"
"Thamnophis_sirtalis_GCF_001077635.1_read436"	"NW_013658115.1"
"Thamnophis_sirtalis_GCF_001077635.1_read437"	"NW_013658116.1"
"Thamnophis_sirtalis_GCF_001077635.1_read438"	"NW_013658117.1"
"Thamnophis_sirtalis_GCF_001077635.1_read439"	"NW_013658118.1"
"Thamnophis_sirtalis_GCF_001077635.1_read440"	"NW_013658119.1"
"Thamnophis_sirtalis_GCF_001077635.1_read441"	"NW_013658120.1"
"Thamnophis_sirtalis_GCF_001077635.1_read442"	"NW_013658121.1"
"Thamnophis_sirtalis_GCF_001077635.1_read443"	"NW_013658122.1"
"Thamnophis_sirtalis_GCF_001077635.1_read444"	"NW_013658123.1"
"Thamnophis_sirtalis_GCF_001077635.1_read445"	"NW_013658124.1"
"Thamnophis_sirtalis_GCF_001077635.1_read446"	"NW_013658125.1"
"Thamnophis_sirtalis_GCF_001077635.1_read447"	"NW_013658126.1"
"Thamnophis_sirtalis_GCF_001077635.1_read448"	"NW_013658127.1"
"Thamnophis_sirtalis_GCF_001077635.1_read449"	"NW_013658128.1"
"Thamnophis_sirtalis_GCF_001077635.1_read450"	"NW_013658129.1"
"Thamnophis_sirtalis_GCF_001077635.1_read451"	"NW_013658130.1"
"Thamnophis_sirtalis_GCF_001077635.1_read452"	"NW_013658131.1"
"Thamnophis_sirtalis_GCF_001077635.1_read453"	"NW_013658132.1"
"Thamnophis_sirtalis_GCF_001077635.1_read454"	"NW_013658133.1"
"Thamnophis_sirtalis_GCF_001077635.1_read455"	"NW_013658134.1"
"Thamnophis_sirtalis_GCF_001077635.1_read456"	"NW_013658135.1"
"Thamnophis_sirtalis_GCF_001077635.1_read457"	"NW_013658136.1"
"Thamnophis_sirtalis_GCF_001077635.1_read458"	"NW_013658137.1"
"Thamnophis_sirtalis_GCF_001077635.1_read459"	"NW_013658138.1"
"Thamnophis_sirtalis_GCF_001077635.1_read460"	"NW_013658139.1"
"Thamnophis_sirtalis_GCF_001077635.1_read461"	"NW_013658140.1"
"Thamnophis_sirtalis_GCF_001077635.1_read462"	"NW_013658141.1"
"Thamnophis_sirtalis_GCF_001077635.1_read463"	"NW_013658142.1"
"Thamnophis_sirtalis_GCF_001077635.1_read464"	"NW_013658143.1"
"Thamnophis_sirtalis_GCF_001077635.1_read465"	"NW_013658144.1"
"Thamnophis_sirtalis_GCF_001077635.1_read466"	"NW_013658145.1"
"Thamnophis_sirtalis_GCF_001077635.1_read467"	"NW_013658146.1"
"Thamnophis_sirtalis_GCF_001077635.1_read468"	"NW_013658147.1"
"Thamnophis_sirtalis_GCF_001077635.1_read469"	"NW_013658148.1"
"Thamnophis_sirtalis_GCF_001077635.1_read470"	"NW_013658149.1"
"Thamnophis_sirtalis_GCF_001077635.1_read471"	"NW_013658150.1"
"Thamnophis_sirtalis_GCF_001077635.1_read472"	"NW_013658151.1"
"Thamnophis_sirtalis_GCF_001077635.1_read473"	"NW_013658152.1"
"Thamnophis_sirtalis_GCF_001077635.1_read474"	"NW_013658153.1"
"Thamnophis_sirtalis_GCF_001077635.1_read475"	"NW_013658154.1"
"Thamnophis_sirtalis_GCF_001077635.1_read476"	"NW_013658155.1"
"Thamnophis_sirtalis_GCF_001077635.1_read477"	"NW_013658156.1"
"Thamnophis_sirtalis_GCF_001077635.1_read478"	"NW_013658157.1"
"Thamnophis_sirtalis_GCF_001077635.1_read479"	"NW_013658158.1"
"Thamnophis_sirtalis_GCF_001077635.1_read480"	"NW_013658159.1"
"Thamnophis_sirtalis_GCF_001077635.1_read481"	"NW_013658160.1"
"Thamnophis_sirtalis_GCF_001077635.1_read482"	"NW_013658161.1"
"Thamnophis_sirtalis_GCF_001077635.1_read483"	"NW_013658162.1"
"Thamnophis_sirtalis_GCF_001077635.1_read484"	"NW_013658163.1"
"Thamnophis_sirtalis_GCF_001077635.1_read485"	"NW_013658164.1"
"Thamnophis_sirtalis_GCF_001077635.1_read486"	"NW_013658165.1"
"Thamnophis_sirtalis_GCF_001077635.1_read487"	"NW_013658166.1"
"Thamnophis_sirtalis_GCF_001077635.1_read488"	"NW_013658167.1"
"Thamnophis_sirtalis_GCF_001077635.1_read489"	"NW_013658168.1"
"Thamnophis_sirtalis_GCF_001077635.1_read490"	"NW_013658169.1"
"Thamnophis_sirtalis_GCF_001077635.1_read491"	"NW_013658170.1"
"Thamnophis_sirtalis_GCF_001077635.1_read492"	"NW_013658171.1"
"Thamnophis_sirtalis_GCF_001077635.1_read493"	"NW_013658172.1"
"Thamnophis_sirtalis_GCF_001077635.1_read494"	"NW_013658173.1"
"Thamnophis_sirtalis_GCF_001077635.1_read495"	"NW_013658174.1"
"Thamnophis_sirtalis_GCF_001077635.1_read496"	"NW_013658175.1"
"Thamnophis_sirtalis_GCF_001077635.1_read497"	"NW_013658176.1"
"Thamnophis_sirtalis_GCF_001077635.1_read498"	"NW_013658177.1"
"Thamnophis_sirtalis_GCF_001077635.1_read499"	"NW_013658178.1"
"Thamnophis_sirtalis_GCF_001077635.1_read500"	"NW_013658179.1"
"Thamnophis_sirtalis_GCF_001077635.1_read501"	"NW_013658180.1"
"Thamnophis_sirtalis_GCF_001077635.1_read502"	"NW_013658181.1"
"Thamnophis_sirtalis_GCF_001077635.1_read503"	"NW_013658182.1"
"Thamnophis_sirtalis_GCF_001077635.1_read504"	"NW_013658183.1"
"Thamnophis_sirtalis_GCF_001077635.1_read505"	"NW_013658184.1"
"Thamnophis_sirtalis_GCF_001077635.1_read506"	"NW_013658185.1"
"Thamnophis_sirtalis_GCF_001077635.1_read507"	"NW_013658186.1"
"Thamnophis_sirtalis_GCF_001077635.1_read508"	"NW_013658187.1"
"Thamnophis_sirtalis_GCF_001077635.1_read509"	"NW_013658188.1"
"Thamnophis_sirtalis_GCF_001077635.1_read510"	"NW_013658189.1"
"Thamnophis_sirtalis_GCF_001077635.1_read511"	"NW_013658190.1"
"Thamnophis_sirtalis_GCF_001077635.1_read512"	"NW_013658191.1"
"Thamnophis_sirtalis_GCF_001077635.1_read513"	"NW_013658192.1"
"Thamnophis_sirtalis_GCF_001077635.1_read514"	"NW_013658193.1"
"Thamnophis_sirtalis_GCF_001077635.1_read515"	"NW_013658194.1"
"Thamnophis_sirtalis_GCF_001077635.1_read516"	"NW_013658195.1"
"Thamnophis_sirtalis_GCF_001077635.1_read517"	"NW_013658196.1"
"Thamnophis_sirtalis_GCF_001077635.1_read518"	"NW_013658197.1"
"Thamnophis_sirtalis_GCF_001077635.1_read519"	"NW_013658198.1"
"Thamnophis_sirtalis_GCF_001077635.1_read520"	"NW_013658199.1"
"Thamnophis_sirtalis_GCF_001077635.1_read521"	"NW_013658200.1"
"Thamnophis_sirtalis_GCF_001077635.1_read522"	"NW_013658201.1"
"Thamnophis_sirtalis_GCF_001077635.1_read523"	"NW_013658202.1"
"Thamnophis_sirtalis_GCF_001077635.1_read524"	"NW_013658203.1"
"Thamnophis_sirtalis_GCF_001077635.1_read525"	"NW_013658204.1"
"Thamnophis_sirtalis_GCF_001077635.1_read526"	"NW_013658205.1"
"Thamnophis_sirtalis_GCF_001077635.1_read527"	"NW_013658206.1"
"Thamnophis_sirtalis_GCF_001077635.1_read528"	"NW_013658207.1"
"Thamnophis_sirtalis_GCF_001077635.1_read529"	"NW_013658208.1"
"Thamnophis_sirtalis_GCF_001077635.1_read530"	"NW_013658209.1"
"Thamnophis_sirtalis_GCF_001077635.1_read531"	"NW_013658210.1"
"Thamnophis_sirtalis_GCF_001077635.1_read532"	"NW_013658211.1"
"Thamnophis_sirtalis_GCF_001077635.1_read533"	"NW_013658212.1"
"Thamnophis_sirtalis_GCF_001077635.1_read534"	"NW_013658213.1"
"Thamnophis_sirtalis_GCF_001077635.1_read535"	"NW_013658214.1"
"Thamnophis_sirtalis_GCF_001077635.1_read536"	"NW_013658215.1"
"Thamnophis_sirtalis_GCF_001077635.1_read537"	"NW_013658216.1"
"Thamnophis_sirtalis_GCF_001077635.1_read538"	"NW_013658217.1"
"Thamnophis_sirtalis_GCF_001077635.1_read539"	"NW_013658218.1"
"Thamnophis_sirtalis_GCF_001077635.1_read540"	"NW_013658219.1"
"Thamnophis_sirtalis_GCF_001077635.1_read541"	"NW_013658220.1"
"Thamnophis_sirtalis_GCF_001077635.1_read542"	"NW_013658221.1"
"Thamnophis_sirtalis_GCF_001077635.1_read543"	"NW_013658222.1"
"Thamnophis_sirtalis_GCF_001077635.1_read544"	"NW_013658223.1"
"Thamnophis_sirtalis_GCF_001077635.1_read545"	"NW_013658224.1"
"Thamnophis_sirtalis_GCF_001077635.1_read546"	"NW_013658225.1"
"Thamnophis_sirtalis_GCF_001077635.1_read547"	"NW_013658226.1"
"Thamnophis_sirtalis_GCF_001077635.1_read548"	"NW_013658227.1"
"Thamnophis_sirtalis_GCF_001077635.1_read549"	"NW_013658228.1"
"Thamnophis_sirtalis_GCF_001077635.1_read550"	"NW_013658229.1"
"Thamnophis_sirtalis_GCF_001077635.1_read551"	"NW_013658230.1"
"Thamnophis_sirtalis_GCF_001077635.1_read552"	"NW_013658231.1"
"Thamnophis_sirtalis_GCF_001077635.1_read553"	"NW_013658232.1"
"Thamnophis_sirtalis_GCF_001077635.1_read554"	"NW_013658233.1"
"Thamnophis_sirtalis_GCF_001077635.1_read555"	"NW_013658234.1"
"Thamnophis_sirtalis_GCF_001077635.1_read556"	"NW_013658235.1"
"Thamnophis_sirtalis_GCF_001077635.1_read557"	"NW_013658236.1"
"Thamnophis_sirtalis_GCF_001077635.1_read558"	"NW_013658237.1"
"Thamnophis_sirtalis_GCF_001077635.1_read559"	"NW_013658238.1"
"Thamnophis_sirtalis_GCF_001077635.1_read560"	"NW_013658239.1"
"Thamnophis_sirtalis_GCF_001077635.1_read561"	"NW_013658240.1"
"Thamnophis_sirtalis_GCF_001077635.1_read562"	"NW_013658241.1"
"Thamnophis_sirtalis_GCF_001077635.1_read563"	"NW_013658242.1"
"Thamnophis_sirtalis_GCF_001077635.1_read564"	"NW_013658243.1"
"Thamnophis_sirtalis_GCF_001077635.1_read565"	"NW_013658244.1"
"Thamnophis_sirtalis_GCF_001077635.1_read566"	"NW_013658245.1"
"Thamnophis_sirtalis_GCF_001077635.1_read567"	"NW_013658246.1"
"Thamnophis_sirtalis_GCF_001077635.1_read568"	"NW_013658247.1"
"Thamnophis_sirtalis_GCF_001077635.1_read569"	"NW_013658248.1"
"Thamnophis_sirtalis_GCF_001077635.1_read570"	"NW_013658249.1"
"Thamnophis_sirtalis_GCF_001077635.1_read571"	"NW_013658250.1"
"Thamnophis_sirtalis_GCF_001077635.1_read572"	"NW_013658251.1"
"Thamnophis_sirtalis_GCF_001077635.1_read573"	"NW_013658252.1"
"Thamnophis_sirtalis_GCF_001077635.1_read574"	"NW_013658253.1"
"Thamnophis_sirtalis_GCF_001077635.1_read575"	"NW_013658254.1"
"Thamnophis_sirtalis_GCF_001077635.1_read576"	"NW_013658255.1"
"Thamnophis_sirtalis_GCF_001077635.1_read577"	"NW_013658256.1"
"Thamnophis_sirtalis_GCF_001077635.1_read578"	"NW_013658257.1"
"Thamnophis_sirtalis_GCF_001077635.1_read579"	"NW_013658258.1"
"Thamnophis_sirtalis_GCF_001077635.1_read580"	"NW_013658259.1"
"Thamnophis_sirtalis_GCF_001077635.1_read581"	"NW_013658260.1"
"Thamnophis_sirtalis_GCF_001077635.1_read582"	"NW_013658261.1"
"Thamnophis_sirtalis_GCF_001077635.1_read583"	"NW_013658262.1"
"Thamnophis_sirtalis_GCF_001077635.1_read584"	"NW_013658263.1"
"Thamnophis_sirtalis_GCF_001077635.1_read585"	"NW_013658264.1"
"Thamnophis_sirtalis_GCF_001077635.1_read586"	"NW_013658265.1"
"Thamnophis_sirtalis_GCF_001077635.1_read587"	"NW_013658266.1"
"Thamnophis_sirtalis_GCF_001077635.1_read588"	"NW_013658267.1"
"Thamnophis_sirtalis_GCF_001077635.1_read589"	"NW_013658268.1"
"Thamnophis_sirtalis_GCF_001077635.1_read590"	"NW_013658269.1"
"Thamnophis_sirtalis_GCF_001077635.1_read591"	"NW_013658270.1"
"Thamnophis_sirtalis_GCF_001077635.1_read592"	"NW_013658271.1"
"Thamnophis_sirtalis_GCF_001077635.1_read593"	"NW_013658272.1"
"Thamnophis_sirtalis_GCF_001077635.1_read594"	"NW_013658273.1"
"Thamnophis_sirtalis_GCF_001077635.1_read595"	"NW_013658274.1"
"Thamnophis_sirtalis_GCF_001077635.1_read596"	"NW_013658275.1"
"Thamnophis_sirtalis_GCF_001077635.1_read597"	"NW_013658276.1"
"Thamnophis_sirtalis_GCF_001077635.1_read598"	"NW_013658277.1"
"Thamnophis_sirtalis_GCF_001077635.1_read599"	"NW_013658278.1"
"Thamnophis_sirtalis_GCF_001077635.1_read600"	"NW_013658279.1"
"Thamnophis_sirtalis_GCF_001077635.1_read601"	"NW_013658280.1"
"Thamnophis_sirtalis_GCF_001077635.1_read602"	"NW_013658281.1"
"Thamnophis_sirtalis_GCF_001077635.1_read603"	"NW_013658282.1"
"Thamnophis_sirtalis_GCF_001077635.1_read604"	"NW_013658283.1"
"Thamnophis_sirtalis_GCF_001077635.1_read605"	"NW_013658284.1"
"Thamnophis_sirtalis_GCF_001077635.1_read606"	"NW_013658285.1"
"Thamnophis_sirtalis_GCF_001077635.1_read607"	"NW_013658286.1"
"Thamnophis_sirtalis_GCF_001077635.1_read608"	"NW_013658287.1"
"Thamnophis_sirtalis_GCF_001077635.1_read609"	"NW_013658288.1"
"Thamnophis_sirtalis_GCF_001077635.1_read610"	"NW_013658289.1"
"Thamnophis_sirtalis_GCF_001077635.1_read611"	"NW_013658290.1"
"Thamnophis_sirtalis_GCF_001077635.1_read612"	"NW_013658291.1"
"Thamnophis_sirtalis_GCF_001077635.1_read613"	"NW_013658292.1"
"Thamnophis_sirtalis_GCF_001077635.1_read614"	"NW_013658293.1"
"Thamnophis_sirtalis_GCF_001077635.1_read615"	"NW_013658294.1"
"Thamnophis_sirtalis_GCF_001077635.1_read616"	"NW_013658295.1"
"Thamnophis_sirtalis_GCF_001077635.1_read617"	"NW_013658296.1"
"Thamnophis_sirtalis_GCF_001077635.1_read618"	"NW_013658297.1"
"Thamnophis_sirtalis_GCF_001077635.1_read619"	"NW_013658298.1"
"Thamnophis_sirtalis_GCF_001077635.1_read620"	"NW_013658299.1"
"Thamnophis_sirtalis_GCF_001077635.1_read621"	"NW_013658300.1"
"Thamnophis_sirtalis_GCF_001077635.1_read622"	"NW_013658301.1"
"Thamnophis_sirtalis_GCF_001077635.1_read623"	"NW_013658302.1"
"Thamnophis_sirtalis_GCF_001077635.1_read624"	"NW_013658303.1"
"Thamnophis_sirtalis_GCF_001077635.1_read625"	"NW_013658304.1"
"Thamnophis_sirtalis_GCF_001077635.1_read626"	"NW_013658305.1"
"Thamnophis_sirtalis_GCF_001077635.1_read627"	"NW_013658306.1"
"Thamnophis_sirtalis_GCF_001077635.1_read628"	"NW_013658307.1"
"Thamnophis_sirtalis_GCF_001077635.1_read629"	"NW_013658308.1"
"Thamnophis_sirtalis_GCF_001077635.1_read630"	"NW_013658309.1"
"Thamnophis_sirtalis_GCF_001077635.1_read631"	"NW_013658310.1"
"Thamnophis_sirtalis_GCF_001077635.1_read632"	"NW_013658311.1"
"Thamnophis_sirtalis_GCF_001077635.1_read633"	"NW_013658312.1"
"Thamnophis_sirtalis_GCF_001077635.1_read634"	"NW_013658313.1"
"Thamnophis_sirtalis_GCF_001077635.1_read635"	"NW_013658314.1"
"Thamnophis_sirtalis_GCF_001077635.1_read636"	"NW_013658315.1"
"Thamnophis_sirtalis_GCF_001077635.1_read637"	"NW_013658316.1"
"Thamnophis_sirtalis_GCF_001077635.1_read638"	"NW_013658317.1"
"Thamnophis_sirtalis_GCF_001077635.1_read639"	"NW_013658318.1"
"Thamnophis_sirtalis_GCF_001077635.1_read640"	"NW_013658319.1"
"Thamnophis_sirtalis_GCF_001077635.1_read641"	"NW_013658320.1"
"Thamnophis_sirtalis_GCF_001077635.1_read642"	"NW_013658321.1"
"Thamnophis_sirtalis_GCF_001077635.1_read643"	"NW_013658322.1"
"Thamnophis_sirtalis_GCF_001077635.1_read644"	"NW_013658323.1"
"Thamnophis_sirtalis_GCF_001077635.1_read645"	"NW_013658324.1"
"Thamnophis_sirtalis_GCF_001077635.1_read646"	"NW_013658325.1"
"Thamnophis_sirtalis_GCF_001077635.1_read647"	"NW_013658326.1"
"Thamnophis_sirtalis_GCF_001077635.1_read648"	"NW_013658327.1"
"Thamnophis_sirtalis_GCF_001077635.1_read649"	"NW_013658328.1"
"Thamnophis_sirtalis_GCF_001077635.1_read650"	"NW_013658329.1"
"Thamnophis_sirtalis_GCF_001077635.1_read651"	"NW_013658330.1"
"Thamnophis_sirtalis_GCF_001077635.1_read652"	"NW_013658331.1"
"Thamnophis_sirtalis_GCF_001077635.1_read653"	"NW_013658332.1"
"Thamnophis_sirtalis_GCF_001077635.1_read654"	"NW_013658333.1"
"Thamnophis_sirtalis_GCF_001077635.1_read655"	"NW_013658334.1"
"Thamnophis_sirtalis_GCF_001077635.1_read656"	"NW_013658335.1"
"Thamnophis_sirtalis_GCF_001077635.1_read657"	"NW_013658336.1"
"Thamnophis_sirtalis_GCF_001077635.1_read658"	"NW_013658337.1"
"Thamnophis_sirtalis_GCF_001077635.1_read659"	"NW_013658338.1"
"Thamnophis_sirtalis_GCF_001077635.1_read660"	"NW_013658339.1"
"Thamnophis_sirtalis_GCF_001077635.1_read661"	"NW_013658340.1"
"Thamnophis_sirtalis_GCF_001077635.1_read662"	"NW_013658341.1"
"Thamnophis_sirtalis_GCF_001077635.1_read663"	"NW_013658342.1"
"Thamnophis_sirtalis_GCF_001077635.1_read664"	"NW_013658343.1"
"Thamnophis_sirtalis_GCF_001077635.1_read665"	"NW_013658344.1"
"Thamnophis_sirtalis_GCF_001077635.1_read666"	"NW_013658345.1"
"Thamnophis_sirtalis_GCF_001077635.1_read667"	"NW_013658346.1"
"Thamnophis_sirtalis_GCF_001077635.1_read668"	"NW_013658347.1"
"Thamnophis_sirtalis_GCF_001077635.1_read669"	"NW_013658348.1"
"Thamnophis_sirtalis_GCF_001077635.1_read670"	"NW_013658349.1"
"Thamnophis_sirtalis_GCF_001077635.1_read671"	"NW_013658350.1"
"Thamnophis_sirtalis_GCF_001077635.1_read672"	"NW_013658351.1"
"Thamnophis_sirtalis_GCF_001077635.1_read673"	"NW_013658352.1"
"Thamnophis_sirtalis_GCF_001077635.1_read674"	"NW_013658353.1"
"Thamnophis_sirtalis_GCF_001077635.1_read675"	"NW_013658354.1"
"Thamnophis_sirtalis_GCF_001077635.1_read676"	"NW_013658355.1"
"Thamnophis_sirtalis_GCF_001077635.1_read677"	"NW_013658356.1"
"Thamnophis_sirtalis_GCF_001077635.1_read678"	"NW_013658357.1"
"Thamnophis_sirtalis_GCF_001077635.1_read679"	"NW_013658358.1"
"Thamnophis_sirtalis_GCF_001077635.1_read680"	"NW_013658359.1"
"Thamnophis_sirtalis_GCF_001077635.1_read681"	"NW_013658360.1"
"Thamnophis_sirtalis_GCF_001077635.1_read682"	"NW_013658361.1"
"Thamnophis_sirtalis_GCF_001077635.1_read683"	"NW_013658362.1"
"Thamnophis_sirtalis_GCF_001077635.1_read684"	"NW_013658363.1"
"Thamnophis_sirtalis_GCF_001077635.1_read685"	"NW_013658364.1"
"Thamnophis_sirtalis_GCF_001077635.1_read686"	"NW_013658365.1"
"Thamnophis_sirtalis_GCF_001077635.1_read687"	"NW_013658366.1"
"Thamnophis_sirtalis_GCF_001077635.1_read688"	"NW_013658367.1"
"Thamnophis_sirtalis_GCF_001077635.1_read689"	"NW_013658368.1"
"Thamnophis_sirtalis_GCF_001077635.1_read690"	"NW_013658369.1"
"Thamnophis_sirtalis_GCF_001077635.1_read691"	"NW_013658370.1"
"Thamnophis_sirtalis_GCF_001077635.1_read692"	"NW_013658371.1"
"Thamnophis_sirtalis_GCF_001077635.1_read693"	"NW_013658372.1"
"Thamnophis_sirtalis_GCF_001077635.1_read694"	"NW_013658373.1"
"Thamnophis_sirtalis_GCF_001077635.1_read695"	"NW_013658374.1"
"Thamnophis_sirtalis_GCF_001077635.1_read696"	"NW_013658375.1"
"Thamnophis_sirtalis_GCF_001077635.1_read697"	"NW_013658376.1"
"Thamnophis_sirtalis_GCF_001077635.1_read698"	"NW_013658377.1"
"Thamnophis_sirtalis_GCF_001077635.1_read699"	"NW_013658378.1"
"Thamnophis_sirtalis_GCF_001077635.1_read700"	"NW_013658379.1"
"Thamnophis_sirtalis_GCF_001077635.1_read701"	"NW_013658380.1"
"Thamnophis_sirtalis_GCF_001077635.1_read702"	"NW_013658381.1"
"Thamnophis_sirtalis_GCF_001077635.1_read703"	"NW_013658382.1"
"Thamnophis_sirtalis_GCF_001077635.1_read704"	"NW_013658383.1"
"Thamnophis_sirtalis_GCF_001077635.1_read705"	"NW_013658384.1"
"Thamnophis_sirtalis_GCF_001077635.1_read706"	"NW_013658385.1"
"Thamnophis_sirtalis_GCF_001077635.1_read707"	"NW_013658386.1"
"Thamnophis_sirtalis_GCF_001077635.1_read708"	"NW_013658387.1"
"Thamnophis_sirtalis_GCF_001077635.1_read709"	"NW_013658388.1"
"Thamnophis_sirtalis_GCF_001077635.1_read710"	"NW_013658389.1"
"Thamnophis_sirtalis_GCF_001077635.1_read711"	"NW_013658390.1"
"Thamnophis_sirtalis_GCF_001077635.1_read712"	"NW_013658391.1"
"Thamnophis_sirtalis_GCF_001077635.1_read713"	"NW_013658392.1"
