seqsPerLocus samplesPerLocus
supergroup10748 3 3
supergroup10749 7 7
supergroup10750 2 2
supergroup10751 6 6
supergroup10752 18 18
supergroup10753 11 11
supergroup10754 3 3
supergroup10755 2 2
supergroup10756 2 2
supergroup10757 12 12
supergroup10758 3 3
supergroup10759 3 3
supergroup10760 2 2
supergroup10762 8 8
supergroup10763 5 5
supergroup10764 11 11
supergroup10765 5 5
supergroup10766 2 2
supergroup10767 4 4
supergroup10768 5 5
supergroup10769 2 2
supergroup10770 4 4
supergroup10771 6 6
supergroup10772 8 7
supergroup10773 12 11
supergroup10774 7 6
supergroup10775 2 2
supergroup10776 5 5
supergroup10777 3 3
supergroup10778 2 2
supergroup10779 2 2
supergroup10780 15 14
supergroup10781 2 2
supergroup10782 2 2
supergroup10783 11 11
supergroup10784 4 4
supergroup10785 9 9
supergroup10786 7 7
supergroup10787 2 2
supergroup10788 5 5
supergroup10789 21 21
supergroup10790 8 8
supergroup10791 2 2
supergroup10792 10 10
supergroup10793 2 2
supergroup10794 3 3
supergroup10795 2 2
supergroup10796 4 4
supergroup10797 3 3
supergroup10798 25 25
supergroup10799 2 2
supergroup10800 18 18
supergroup10801 11 11
supergroup10802 2 2
supergroup10803 2 2
supergroup10804 2 2
supergroup10805 3 3
supergroup10806 27 27
supergroup10807 8 8
supergroup10808 3 3
supergroup10809 2 2
supergroup10810 2 2
supergroup10811 2 2
supergroup10812 3 3
supergroup10813 7 7
supergroup10814 2 2
supergroup10815 3 3
supergroup10816 26 26
supergroup10817 2 2
supergroup10818 4 4
supergroup10819 5 5
supergroup10820 5 5
supergroup10821 2 2
supergroup10822 2 2
supergroup10823 2 2
supergroup10824 2 2
supergroup10825 2 2
supergroup10826 2 2
supergroup10827 4 4
supergroup10828 3 3
supergroup10829 7 7
supergroup10830 2 2
supergroup10831 5 5
supergroup10832 10 10
supergroup10833 3 3
supergroup10834 4 4
supergroup10835 14 14
supergroup10837 11 11
supergroup10838 2 2
supergroup10839 16 16
supergroup10840 4 4
supergroup10841 8 8
supergroup10842 3 3
supergroup10843 7 7
supergroup10844 3 3
supergroup10845 3 3
supergroup10846 3 3
supergroup10847 2 2
supergroup10848 8 8
supergroup10849 2 2
supergroup10850 2 2
supergroup10851 2 2
supergroup10852 15 15
supergroup10853 9 9
supergroup10854 7 7
supergroup10855 5 5
supergroup10856 2 2
supergroup10857 38 35
supergroup10858 11 11
supergroup10859 3 3
supergroup10860 2 2
supergroup10861 2 2
supergroup10862 4 4
supergroup10863 3 3
supergroup10864 3 3
supergroup10865 5 5
supergroup10866 2 2
supergroup10867 2 2
supergroup10868 2 2
supergroup10869 21 21
supergroup10870 9 8
supergroup10871 2 2
supergroup10872 2 2
supergroup10873 4 4
supergroup10874 2 2
supergroup10875 2 2
supergroup10876 3 3
supergroup10877 2 2
supergroup10878 3 3
supergroup10879 2 2
supergroup10880 3 3
supergroup10881 11 11
supergroup10882 2 2
supergroup10883 2 2
supergroup10884 2 2
supergroup10885 2 2
supergroup10886 2 2
supergroup10887 2 2
supergroup10888 8 8
supergroup10889 3 3
supergroup10890 3 3
supergroup10891 11 11
supergroup10892 7 7
supergroup10894 3 3
supergroup10895 2 2
supergroup10897 5 5
supergroup10898 4 4
supergroup10899 3 3
supergroup10900 6 6
supergroup10901 25 24
supergroup10902 3 3
supergroup10903 3 3
supergroup10905 27 24
supergroup10906 3 3
supergroup10907 17 16
supergroup10908 13 13
supergroup10909 2 2
supergroup10910 2 2
supergroup10912 3 3
supergroup10913 3 3
supergroup10914 2 2
supergroup10915 2 2
supergroup10916 46 32
supergroup10917 9 9
supergroup10918 8 8
supergroup10919 30 29
supergroup10920 6 6
supergroup10921 3 3
supergroup10922 2 2
supergroup10924 4 4
supergroup10925 14 14
supergroup10926 3 3
supergroup10927 10 10
supergroup10928 6 6
supergroup10929 10 10
supergroup10930 3 3
supergroup10931 16 11
supergroup10932 4 4
supergroup10933 4 4
supergroup10934 2 2
supergroup10935 17 16
supergroup10936 3 3
supergroup10937 3 3
supergroup10938 9 9
supergroup10939 4 4
supergroup10940 5 5
supergroup10941 2 2
supergroup10943 2 2
supergroup10944 8 8
supergroup10945 3 3
supergroup10946 2 2
supergroup10947 13 13
supergroup10948 2 2
supergroup10949 3 3
supergroup10950 2 2
supergroup10951 5 5
supergroup10952 8 8
supergroup10953 10 10
supergroup10954 2 2
supergroup10955 2 2
supergroup10956 4 4
supergroup10957 2 2
supergroup10958 12 12
supergroup10959 2 2
supergroup10960 6 6
supergroup10961 2 2
supergroup10962 2 2
supergroup10963 2 2
supergroup10965 2 2
supergroup10966 10 10
supergroup10968 2 2
supergroup10969 9 9
supergroup10970 12 12
supergroup10971 7 6
supergroup10972 2 2
supergroup10973 4 4
supergroup10974 2 2
supergroup10975 11 10
supergroup10976 4 4
supergroup10977 4 4
supergroup10978 8 8
supergroup10979 2 2
supergroup10980 12 12
supergroup10981 3 3
supergroup10982 9 9
supergroup10984 10 10
supergroup10985 3 3
supergroup10986 2 2
supergroup10987 3 3
supergroup10988 13 13
supergroup10989 3 3
supergroup10990 2 2
supergroup10991 4 4
supergroup10992 2 2
supergroup10993 5 5
supergroup10994 4 4
supergroup10996 3 3
supergroup10997 4 4
supergroup10998 13 12
supergroup10999 3 3
supergroup11000 3 3
supergroup11002 7 7
supergroup11003 3 3
supergroup11004 4 4
supergroup11005 2 2
supergroup11006 2 2
supergroup11007 6 6
supergroup11008 3 3
supergroup11009 2 2
supergroup11010 4 4
supergroup11011 2 2
supergroup11012 3 3
supergroup11013 8 7
supergroup11014 6 6
supergroup11015 8 8
supergroup11016 2 2
supergroup11018 2 2
supergroup11019 2 2
supergroup11020 4 4
supergroup11021 4 4
supergroup11022 7 7
supergroup11023 2 2
supergroup11024 10 10
supergroup11025 3 3
supergroup11026 2 2
supergroup11028 10 10
supergroup11029 5 5
supergroup11030 12 12
supergroup11031 22 21
supergroup11032 8 8
supergroup11033 3 3
supergroup11034 12 12
supergroup11035 2 2
supergroup11036 3 3
supergroup11037 2 2
supergroup11038 4 4
supergroup11039 2 2
supergroup11040 7 6
supergroup11041 2 2
supergroup11042 2 2
supergroup11043 2 2
supergroup11044 11 11
supergroup11045 2 2
supergroup11046 4 4
supergroup11047 2 2
supergroup11048 2 2
supergroup11049 3 3
supergroup11050 2 2
supergroup11052 10 10
supergroup11053 3 3
supergroup11054 4 4
supergroup11055 2 2
supergroup11056 8 8
supergroup11057 7 7
supergroup11058 3 3
supergroup11059 2 2
supergroup11060 3 3
supergroup11061 2 2
supergroup11062 4 4
supergroup11063 7 7
supergroup11064 6 6
supergroup11065 2 2
supergroup11066 2 2
supergroup11067 8 8
supergroup11068 4 4
supergroup11069 5 5
supergroup11070 12 12
supergroup11071 4 4
supergroup11072 5 5
supergroup11073 25 24
supergroup11074 3 3
supergroup11075 4 4
supergroup11076 2 2
supergroup11077 2 2
supergroup11078 6 6
supergroup11079 23 20
supergroup11080 4 4
supergroup11081 2 2
supergroup11082 5 5
supergroup11083 4 4
supergroup11084 10 10
supergroup11085 8 8
supergroup11087 2 2
supergroup11088 4 4
supergroup11089 3 3
supergroup11090 2 2
supergroup11091 32 27
supergroup11092 2 2
supergroup11093 2 2
supergroup11094 2 2
supergroup11095 8 7
supergroup11096 2 2
supergroup11097 2 2
supergroup11098 2 2
supergroup11100 14 14
supergroup11101 6 6
supergroup11102 2 2
supergroup11103 8 8
supergroup11104 2 2
supergroup11105 2 2
supergroup11106 22 22
supergroup11107 3 3
supergroup11108 2 2
supergroup11109 29 17
supergroup11110 2 2
supergroup11111 2 2
supergroup11112 2 2
supergroup11113 2 2
supergroup11114 10 10
supergroup11115 9 9
supergroup11116 2 2
supergroup11117 4 4
supergroup11118 2 2
supergroup11119 6 6
supergroup11120 2 2
supergroup11121 2 2
supergroup11122 11 11
supergroup11123 2 2
supergroup11124 3 3
supergroup11125 2 2
supergroup11126 19 13
supergroup11127 2 2
supergroup11128 10 9
supergroup11129 2 2
supergroup11130 2 2
supergroup11131 4 4
supergroup11132 2 2
supergroup11133 2 2
supergroup11134 19 19
supergroup11135 4 4
supergroup11136 2 2
supergroup11137 7 7
supergroup11138 21 14
supergroup11139 4 4
supergroup11140 3 3
supergroup11141 2 2
supergroup11142 5 5
supergroup11143 4 4
supergroup11144 13 13
supergroup11145 8 7
supergroup11146 2 2
supergroup11147 7 7
supergroup11148 3 3
supergroup11149 7 7
supergroup11150 2 2
supergroup11151 2 2
supergroup11152 8 8
supergroup11153 16 16
supergroup11154 3 3
supergroup11155 4 4
supergroup11157 12 11
supergroup11158 7 6
supergroup11159 8 8
supergroup11160 4 4
supergroup11161 6 6
supergroup11162 3 3
supergroup11163 3 3
supergroup11164 7 7
supergroup11165 10 10
supergroup11166 2 2
supergroup11167 2 2
supergroup11168 3 3
supergroup11169 10 10
supergroup11170 2 2
supergroup11171 4 4
supergroup11173 6 6
supergroup11174 5 5
supergroup11175 7 7
supergroup11176 6 6
supergroup11177 4 4
supergroup11178 9 9
supergroup11179 7 7
supergroup11180 7 7
supergroup11181 2 2
supergroup11182 7 7
supergroup11183 2 2
supergroup11184 8 8
supergroup11185 2 2
supergroup11186 2 2
supergroup11187 2 2
supergroup11188 2 2
supergroup11189 2 2
supergroup11190 4 4
supergroup11191 8 8
supergroup11192 23 22
supergroup11193 3 3
supergroup11194 2 2
supergroup11195 2 2
supergroup11196 10 10
supergroup11197 2 2
supergroup11198 2 2
supergroup11199 2 2
supergroup11200 3 3
supergroup11201 3 3
supergroup11202 2 2
supergroup11203 2 2
supergroup11204 4 4
supergroup11205 6 6
supergroup11206 7 7
supergroup11207 8 8
supergroup11208 4 4
supergroup11209 3 3
supergroup11210 4 4
supergroup11211 2 2
supergroup11212 6 6
supergroup11213 5 5
supergroup11214 2 2
supergroup11215 29 28
supergroup11216 11 11
supergroup11217 7 7
supergroup11218 8 8
supergroup11219 6 6
supergroup11220 4 4
supergroup11221 2 2
supergroup11222 7 7
supergroup11223 28 28
supergroup11224 2 2
supergroup11225 4 4
supergroup11227 4 4
supergroup11228 3 3
supergroup11229 33 31
supergroup11230 4 4
supergroup11231 3 3
supergroup11232 3 3
supergroup11233 3 3
supergroup11234 2 2
supergroup11235 7 7
supergroup11236 2 2
supergroup11237 2 2
supergroup11238 3 3
supergroup11239 3 3
supergroup11240 12 12
supergroup11241 3 3
supergroup11242 4 4
supergroup11243 6 6
supergroup11244 2 2
supergroup11245 6 6
supergroup11246 2 2
supergroup11247 2 2
supergroup11248 17 15
supergroup11249 3 3
supergroup11250 29 28
supergroup11252 2 2
supergroup11253 3 3
supergroup11254 3 3
supergroup11255 4 4
supergroup11256 2 2
supergroup11257 3 3
supergroup11258 5 5
supergroup11259 3 3
supergroup11260 17 15
supergroup11261 3 3
supergroup11262 3 3
supergroup11263 2 2
supergroup11264 4 4
supergroup11265 7 7
supergroup11266 2 2
supergroup11267 5 5
supergroup11268 4 4
supergroup11269 4 4
supergroup11270 4 4
supergroup11271 33 32
supergroup11272 3 3
supergroup11273 13 13
supergroup11274 12 12
supergroup11275 4 4
supergroup11276 4 3
supergroup11277 3 3
supergroup11278 5 5
supergroup11279 3 3
supergroup11280 3 3
supergroup11281 2 2
supergroup11282 8 8
supergroup11283 5 5
supergroup11284 2 2
supergroup11285 4 4
supergroup11286 5 5
supergroup11287 2 2
supergroup11288 4 4
supergroup11289 15 15
supergroup11290 4 4
supergroup11291 2 2
supergroup11292 9 9
supergroup11293 19 19
supergroup11294 2 2
supergroup11295 7 7
supergroup11296 3 3
supergroup11297 2 2
supergroup11298 2 2
supergroup11299 3 3
supergroup11300 3 3
supergroup11301 7 7
supergroup11303 3 3
supergroup11304 5 5
supergroup11305 2 2
supergroup11306 2 2
supergroup11307 4 4
supergroup11308 2 2
supergroup11309 3 3
supergroup11310 2 2
supergroup11311 16 16
supergroup11312 13 13
supergroup11313 3 3
supergroup11314 15 15
supergroup11315 11 8
supergroup11316 4 4
supergroup11317 6 6
supergroup11318 7 7
supergroup11319 3 3
supergroup11320 20 20
supergroup11321 22 22
supergroup11322 4 4
supergroup11323 3 3
supergroup11324 2 2
supergroup11325 2 2
supergroup11326 8 8
supergroup11327 2 2
supergroup11328 6 6
supergroup11330 9 7
supergroup11331 7 7
supergroup11332 5 5
supergroup11333 5 5
supergroup11334 6 6
supergroup11335 2 2
supergroup11336 5 5
supergroup11337 4 4
supergroup11338 2 2
supergroup11339 3 3
supergroup11340 8 8
supergroup11341 4 4
supergroup11342 5 5
supergroup11344 12 12
supergroup11345 3 3
supergroup11347 4 4
supergroup11348 5 5
supergroup11349 7 7
supergroup11350 3 3
supergroup11351 6 6
supergroup11352 2 2
supergroup11353 34 33
supergroup11354 10 10
supergroup11355 2 2
supergroup11356 2 2
supergroup11357 19 16
supergroup11358 7 7
supergroup11359 3 3
supergroup11360 7 7
supergroup11362 2 2
supergroup11363 2 2
supergroup11364 2 2
supergroup11365 3 3
supergroup11366 24 23
supergroup11367 29 28
supergroup11368 5 5
supergroup11369 3 3
supergroup11370 30 29
supergroup11371 3 3
supergroup11372 6 6
supergroup11373 5 5
supergroup11374 3 3
supergroup11375 2 2
supergroup11376 15 15
supergroup11377 3 3
supergroup11378 2 2
supergroup11379 7 7
supergroup11380 8 8
supergroup11381 4 4
supergroup11382 9 9
supergroup11383 8 8
supergroup11384 2 2
supergroup11385 2 2
supergroup11386 4 4
supergroup11387 5 5
supergroup11388 2 2
supergroup11389 2 2
supergroup11390 4 4
supergroup11391 2 2
supergroup11392 4 4
supergroup11393 5 5
supergroup11394 3 3
supergroup11395 3 3
supergroup11396 3 3
supergroup11397 2 2
supergroup11398 7 7
supergroup11399 6 6
supergroup11400 2 2
supergroup11403 3 3
supergroup11404 9 8
supergroup11405 2 2
supergroup11406 2 2
supergroup11407 2 2
supergroup11408 5 5
supergroup11409 2 2
supergroup11410 8 8
supergroup11411 8 8
supergroup11412 17 17
supergroup11413 4 4
supergroup11414 7 7
supergroup11415 3 3
supergroup11416 13 13
supergroup11417 3 3
supergroup11418 4 4
supergroup11419 4 4
supergroup11420 2 2
supergroup11421 12 12
supergroup11422 3 3
supergroup11423 3 3
supergroup11424 2 2
supergroup11425 2 2
supergroup11426 7 7
supergroup11427 3 3
supergroup11428 2 2
supergroup11429 5 5
supergroup11430 9 9
supergroup11431 5 5
supergroup11432 2 2
supergroup11433 2 2
supergroup11434 3 3
supergroup11435 2 2
supergroup11436 2 2
supergroup11438 3 3
supergroup11440 2 2
supergroup11441 6 6
supergroup11442 5 5
seqsPerLocus samplesPerLocus
supergroup11443 6 6
supergroup11444 3 3
supergroup11445 2 2
supergroup11446 2 2
supergroup11447 2 2
supergroup11448 2 2
supergroup11449 2 2
supergroup11450 3 3
supergroup11453 2 2
supergroup11454 3 3
supergroup11455 2 2
supergroup11456 10 10
supergroup11457 8 8
supergroup11458 5 5
supergroup11459 16 16
supergroup11460 4 4
supergroup11461 4 4
supergroup11462 2 2
supergroup11463 10 9
supergroup11464 4 4
supergroup11465 3 3
supergroup11466 2 2
supergroup11467 2 2
supergroup11468 2 2
supergroup11469 2 2
supergroup11470 5 5
supergroup11471 3 3
supergroup11472 2 2
supergroup11473 22 22
supergroup11474 2 2
supergroup11475 3 3
supergroup11476 3 3
supergroup11477 4 4
supergroup11478 2 2
supergroup11479 2 2
supergroup11480 14 14
supergroup11481 12 11
supergroup11482 6 6
supergroup11483 6 5
supergroup11484 2 2
supergroup11485 15 15
supergroup11486 2 2
supergroup11487 2 2
supergroup11488 6 5
supergroup11489 6 6
supergroup11490 6 6
supergroup11491 4 4
supergroup11492 4 4
supergroup11493 8 8
supergroup11494 3 3
supergroup11495 5 5
supergroup11496 9 9
supergroup11497 4 4
supergroup11498 2 2
supergroup11500 2 2
supergroup11501 6 6
supergroup11502 4 4
supergroup11503 3 3
supergroup11504 2 2
supergroup11507 11 11
supergroup11508 3 3
supergroup11509 2 2
supergroup11510 5 5
supergroup11511 9 9
supergroup11512 3 3
supergroup11513 2 2
supergroup11514 11 9
supergroup11515 2 2
supergroup11516 4 4
supergroup11517 2 2
supergroup11518 2 2
supergroup11519 3 3
supergroup11520 3 3
supergroup11521 3 3
supergroup11522 2 2
supergroup11523 3 3
supergroup11525 6 6
supergroup11526 5 5
supergroup11527 20 19
supergroup11528 6 6
supergroup11529 15 15
supergroup11530 6 6
supergroup11531 2 2
supergroup11532 5 5
supergroup11533 4 4
supergroup11534 3 3
supergroup11535 3 3
supergroup11536 3 3
supergroup11537 5 5
supergroup11538 7 7
supergroup11539 3 3
supergroup11540 13 13
supergroup11541 2 2
supergroup11542 4 4
supergroup11543 2 2
supergroup11544 2 2
supergroup11545 2 2
supergroup11546 2 2
supergroup11547 4 4
supergroup11548 3 3
supergroup11549 2 2
supergroup11550 2 2
supergroup11551 4 4
supergroup11552 5 5
supergroup11553 8 6
supergroup11554 2 2
supergroup11555 5 5
supergroup11556 6 6
supergroup11557 2 2
supergroup11558 5 5
supergroup11560 3 3
supergroup11561 11 11
supergroup11562 5 5
supergroup11565 3 3
supergroup11566 2 2
supergroup11567 3 3
supergroup11568 17 17
supergroup11569 2 2
supergroup11570 24 20
supergroup11571 3 3
supergroup11572 4 4
supergroup11573 2 2
supergroup11574 2 2
supergroup11575 2 2
supergroup11576 21 18
supergroup11577 3 3
supergroup11578 2 2
supergroup11579 3 3
supergroup11580 2 2
supergroup11581 7 7
supergroup11582 2 2
supergroup11583 2 2
supergroup11584 4 4
supergroup11585 6 5
supergroup11586 3 3
supergroup11587 2 2
supergroup11588 4 4
supergroup11589 5 5
supergroup11590 2 2
supergroup11591 4 4
supergroup11592 2 2
supergroup11593 12 12
supergroup11594 8 8
supergroup11595 2 2
supergroup11596 8 8
supergroup11597 2 2
supergroup11598 5 5
supergroup11599 4 4
supergroup11600 3 3
supergroup11601 2 2
supergroup11602 2 2
supergroup11604 3 3
supergroup11605 6 5
supergroup11606 3 3
supergroup11607 2 2
supergroup11608 3 3
supergroup11609 2 2
supergroup11610 2 2
supergroup11611 6 6
supergroup11612 20 19
supergroup11613 4 4
supergroup11614 2 2
supergroup11615 4 4
supergroup11616 15 14
supergroup11617 2 2
supergroup11618 2 2
supergroup11619 8 8
supergroup11620 22 18
supergroup11621 3 3
supergroup11622 4 4
supergroup11623 3 3
supergroup11624 2 2
supergroup11625 3 3
supergroup11626 2 2
supergroup11627 2 2
supergroup11628 5 5
supergroup11629 2 2
supergroup11630 2 2
supergroup11631 3 3
supergroup11632 47 38
supergroup11633 2 2
supergroup11634 4 4
supergroup11635 2 2
supergroup11636 10 10
supergroup11637 3 3
supergroup11638 23 20
supergroup11639 2 2
supergroup11640 2 2
supergroup11641 2 2
supergroup11642 5 5
supergroup11643 2 2
supergroup11644 2 2
supergroup11645 2 2
supergroup11646 8 8
supergroup11647 2 2
supergroup11648 2 2
supergroup11649 6 6
supergroup11650 4 4
supergroup11651 2 2
supergroup11652 12 11
supergroup11653 8 8
supergroup11654 9 9
supergroup11655 2 2
supergroup11656 2 2
supergroup11657 2 2
supergroup11658 5 5
supergroup11659 6 6
supergroup11660 2 2
supergroup11661 3 3
supergroup11663 9 9
supergroup11664 18 18
supergroup11665 25 25
supergroup11666 19 19
supergroup11667 4 4
supergroup11668 4 4
supergroup11669 2 2
supergroup11670 3 3
supergroup11671 3 3
supergroup11672 4 4
supergroup11673 2 2
supergroup11674 10 10
supergroup11675 2 2
supergroup11676 10 10
supergroup11677 14 13
supergroup11678 3 3
supergroup11679 4 4
supergroup11680 3 3
supergroup11681 7 7
supergroup11682 11 10
supergroup11683 5 5
supergroup11684 2 2
supergroup11685 3 3
supergroup11686 3 3
supergroup11687 2 2
supergroup11688 2 2
supergroup11689 7 7
supergroup11690 7 7
supergroup11691 7 7
supergroup11692 4 4
supergroup11693 10 9
supergroup11694 2 2
supergroup11695 2 2
supergroup11696 2 2
supergroup11697 8 8
supergroup11698 2 2
supergroup11699 2 2
supergroup11700 2 2
supergroup11701 2 2
supergroup11702 6 6
supergroup11703 3 3
supergroup11704 2 2
supergroup11705 2 2
supergroup11706 8 8
supergroup11707 2 2
supergroup11708 5 5
supergroup11709 2 2
supergroup11710 4 4
supergroup11711 10 9
supergroup11712 2 2
supergroup11713 3 3
supergroup11714 3 3
supergroup11715 3 3
supergroup11716 5 5
supergroup11717 5 5
supergroup11718 2 2
supergroup11719 2 2
supergroup11720 2 2
supergroup11721 4 4
supergroup11722 13 13
supergroup11723 5 5
supergroup11724 2 2
supergroup11725 14 14
supergroup11726 2 2
supergroup11727 3 3
supergroup11728 2 2
supergroup11729 12 12
supergroup11730 20 18
supergroup11731 6 6
supergroup11732 2 2
supergroup11733 12 11
supergroup11734 4 4
supergroup11735 7 7
supergroup11736 2 2
supergroup11737 4 4
supergroup11738 3 3
supergroup11739 4 4
supergroup11741 2 2
supergroup11742 10 10
supergroup11743 2 2
supergroup11744 2 2
supergroup11745 4 4
supergroup11746 3 3
supergroup11747 2 2
supergroup11748 5 5
supergroup11749 2 2
supergroup11750 4 4
supergroup11751 2 2
supergroup11752 7 7
supergroup11753 4 4
supergroup11754 2 2
supergroup11755 2 2
supergroup11756 3 3
supergroup11757 3 3
supergroup11758 4 4
supergroup11759 13 12
supergroup11760 2 2
supergroup11761 2 2
supergroup11762 4 4
supergroup11763 9 7
